author,published,title,text,site_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,25-Sep-17,Jared Kushner used private email for White House business," Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said. Donald Trump's son-in-law Jared Kushner used a private email account to carry out official White House business, his lawyer said.",http://www.bbc.co.uk/news/world-us-canada-41382495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,2-Jun-17,Jared Kushner: The son-in-law with Donald Trump's ear," For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump. For someone with no prior government experience, Jared Kushner has accumulated a dizzying array of portfolios in the administration of his father-in-law President Donald Trump.",http://www.bbc.co.uk/news/world-us-canada-37986429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,6-Jun-17,China defends arrests of activists at Ivanka Trump shoe supplier, China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka. China has defended the detention of three activists who were investigating working conditions in factories that make shoes for companies owned by President Trump's daughter Ivanka.,http://www.bbc.com/news/world-asia-china-40171319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,2-May-17,Ivanka Trump's book: The reviews are in...," Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday. Packaged as a self-help manual for the modern working mother, Ivanka Trump's new book, Women Who Work: Rewriting the Rules for Success, hit the shelves and shipped from Amazon storerooms on Tuesday.",http://www.bbc.co.uk/news/world-us-canada-39774674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,25-Apr-17,Ivanka Trump: Who is America's first daughter?," Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player. Ivanka Trump, the oldest daughter of President Donald Trump, has quickly moved from a behind-the-scenes adviser to a White House power player.",http://www.bbc.co.uk/news/world-us-canada-39712732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,18-Oct-17,Trump cites chief-of-staff Kelly's dead son to attack Obama, US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan. US President Donald Trump has suggested that President Barack Obama did not call his chief of staff's family when their son was killed in Afghanistan.,http://www.bbc.co.uk/news/world-us-canada-41658819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,28-Sep-17,Obama: 'I cried when Malia went to college', Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university. Barack Obama has said he could not hold back tears after dropping off his daughter Malia at university.,http://www.bbc.co.uk/news/world-us-canada-41413073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,10-Nov-17,Suspect's farts make police stop interview in Kansas City," A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports. A man's police interrogation in Kansas City, Missouri was ended prematurely after he began answering questions by farting, according to local reports.",http://www.bbc.com/news/world-us-canada-41950775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,5-Nov-17,"Harassment in politics gone on too long, says ex-advisor"," The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said. The harassment of women in Welsh politics has gone on for some years, a former government advisor has said.",http://www.bbc.com/news/uk-wales-politics-41872533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,7-Nov-17,Silvio Berlusconi set for political comeback after Sicily vote, Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections. Former Italian Prime Minister Silvio Berlusconi looks set for another political comeback after a coalition he backed won Sicily's regional elections.,http://www.bbc.co.uk/news/world-europe-41895056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,13-Nov-17,Trump-Duterte: US president hails 'great relationship'," US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila. US President Donald Trump said he has a ""great relationship"" with Philippine counterpart Rodrigo Duterte, after a highly anticipated meeting in Manila.",http://www.bbc.com/news/world-asia-41964930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,13-Nov-17,Conservatives smash Keurigs in Sean Hannity interview row, US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme. US conservatives are destroying their Keurig coffee machines after the company announced it would stop advertising on a Fox News programme.,http://www.bbc.com/news/world-us-canada-41972267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
